city,timestamp,temperature,season
New York,2010-02-19,1.9075261836642268,winter
New York,2010-02-20,4.1556516526023195,winter
New York,2010-02-21,8.203587183931072,winter
New York,2010-02-22,5.674543359372494,winter
New York,2010-02-23,-4.212553846543528,winter
New York,2010-02-24,-2.1351569639890484,winter
New York,2010-02-25,0.8362818141090842,winter
New York,2010-02-26,3.087955022435847,winter
New York,2010-02-27,-0.7011506211047719,winter
New York,2010-02-28,-4.201827360162921,winter
New York,2010-03-01,4.620264908148615,spring
New York,2010-03-02,17.035992934887116,spring
New York,2010-03-03,7.055051212630028,spring
New York,2010-03-04,10.868919359383217,spring
New York,2010-03-05,9.274217215433808,spring
New York,2010-03-06,12.083718399891383,spring
New York,2010-03-07,10.250358466401298,spring
New York,2010-03-08,11.540136358396323,spring
New York,2010-03-09,7.195733659674156,spring
New York,2010-03-10,14.678125921260298,spring
New York,2010-03-11,11.801962119070799,spring
New York,2010-03-12,12.547613574505288,spring
New York,2010-03-13,9.111863339944305,spring
New York,2010-03-14,9.435603309241191,spring
New York,2010-03-15,8.79579109600629,spring
New York,2010-03-16,13.710416470172042,spring
New York,2010-03-17,14.255550176973243,spring
New York,2010-03-18,18.149809393589486,spring
New York,2010-03-19,9.08041116730886,spring
New York,2010-03-20,12.336103816473766,spring
New York,2010-03-21,20.34998961140315,spring
New York,2010-03-22,3.1630707821312694,spring
New York,2010-03-23,12.164823088243239,spring
New York,2010-03-24,7.468332955223561,spring
New York,2010-03-25,17.072083729941046,spring
New York,2010-03-26,9.856411187924643,spring
New York,2010-03-27,8.193930161177036,spring
New York,2010-03-28,11.783300346677379,spring
New York,2010-03-29,14.193467706850326,spring
New York,2010-03-30,6.528465998224229,spring
New York,2010-03-31,8.61067586031418,spring
New York,2010-04-01,10.082743693826316,spring
New York,2010-04-02,6.406912447779925,spring
New York,2010-04-03,16.293001489076953,spring
New York,2010-04-04,5.967128918154894,spring
New York,2010-04-05,9.457666780185559,spring
New York,2010-04-06,10.797100251844569,spring
New York,2010-04-07,4.155456864927193,spring
New York,2010-04-08,8.645420046404073,spring
New York,2010-04-09,12.303290437069773,spring
New York,2010-04-10,5.953164465005093,spring
New York,2010-04-11,11.826955191972178,spring
New York,2010-04-12,12.655900284802073,spring
New York,2010-04-13,7.728935175993604,spring
New York,2010-04-14,4.288182323046664,spring
New York,2010-04-15,3.5132223217905088,spring
New York,2010-04-16,13.994624846707676,spring
New York,2010-04-17,7.691262833082451,spring
New York,2010-04-18,4.006181099194785,spring
New York,2010-04-19,8.96481557873496,spring
New York,2010-04-20,12.161330480148246,spring
New York,2010-04-21,3.461778289714333,spring
New York,2010-04-22,5.91854323735069,spring
New York,2010-04-23,8.029540072328508,spring
New York,2010-04-24,11.513729170336253,spring
New York,2010-04-25,6.866074363809692,spring
New York,2010-04-26,7.30511718082159,spring
New York,2010-04-27,5.109518607721699,spring
New York,2010-04-28,19.130321974377118,spring
New York,2010-04-29,18.596138242263038,spring
New York,2010-04-30,-4.654955865959632,spring
New York,2010-05-01,13.654071647419764,spring
New York,2010-05-02,11.864210463044031,spring
New York,2010-05-03,9.848305965317916,spring
New York,2010-05-04,9.840615507622312,spring
New York,2010-05-05,9.283054756902235,spring
New York,2010-05-06,4.9680414119568175,spring
New York,2010-05-07,1.1728959633226559,spring
New York,2010-05-08,7.078630072831471,spring
New York,2010-05-09,13.130534719267493,spring
New York,2010-05-10,21.213918732025512,spring
New York,2010-05-11,4.872980387354629,spring
New York,2010-05-12,10.56016594021143,spring
New York,2010-05-13,7.411131053565166,spring
New York,2010-05-14,6.71087314711834,spring
New York,2010-05-15,15.008483701518536,spring
New York,2010-05-16,11.004854785452427,spring
New York,2010-05-17,11.558621848401065,spring
New York,2010-05-18,2.267963567916161,spring
New York,2010-05-19,14.193986976104565,spring
New York,2010-05-20,12.28094819990343,spring
New York,2010-05-21,4.726215911120071,spring
New York,2010-05-22,9.422850131264576,spring
New York,2010-05-23,10.246506408473666,spring
New York,2010-05-24,7.540780239472621,spring
New York,2010-05-25,11.60246566290104,spring
New York,2010-05-26,8.111875529138564,spring
New York,2010-05-27,10.829277814235077,spring
New York,2010-05-28,22.44452773955946,spring
New York,2010-05-29,6.044092166219703,spring
New York,2010-05-30,13.478909084024487,spring
New York,2010-05-31,9.031874957744584,spring
New York,2010-06-01,23.343086978680745,summer
New York,2010-06-02,22.739477738774553,summer
New York,2010-06-03,27.45355418266569,summer
New York,2010-06-04,24.018163968028098,summer
New York,2010-06-05,26.50925147926972,summer
New York,2010-06-06,19.453714201718093,summer
New York,2010-06-07,22.37913985260192,summer
New York,2010-06-08,34.05264991830275,summer
New York,2010-06-09,13.588635618348421,summer
New York,2010-06-10,25.470324559172397,summer
New York,2010-06-11,28.384552372513173,summer
New York,2010-06-12,34.3078755731684,summer
New York,2010-06-13,19.354398834436807,summer
New York,2010-06-14,21.67479826344693,summer
New York,2010-06-15,30.543955730160864,summer
New York,2010-06-16,30.70326820038904,summer
New York,2010-06-17,28.772763518223634,summer
New York,2010-06-18,28.126285438317005,summer
New York,2010-06-19,20.69509353200231,summer
New York,2010-06-20,17.282384237670815,summer
New York,2010-06-21,18.602235514372314,summer
New York,2010-06-22,28.789397055836563,summer
New York,2010-06-23,28.17974188932599,summer
New York,2010-06-24,30.7191451648502,summer
New York,2010-06-25,27.101363926843856,summer
New York,2010-06-26,27.044566553082678,summer
New York,2010-06-27,25.788853821208672,summer
New York,2010-06-28,26.066465539424396,summer
New York,2010-06-29,19.885765156194196,summer
New York,2010-06-30,22.54765787484367,summer
New York,2010-07-01,24.17076136304066,summer
New York,2010-07-02,22.974562113470203,summer
New York,2010-07-03,18.66657077990763,summer
New York,2010-07-04,22.340892790547137,summer
New York,2010-07-05,21.746253991654108,summer
New York,2010-07-06,28.576693111489945,summer
New York,2010-07-07,29.09840391225955,summer
New York,2010-07-08,14.72058101305469,summer
New York,2010-07-09,24.380043380229658,summer
New York,2010-07-10,25.790577179930366,summer
New York,2010-07-11,27.978254554465973,summer
New York,2010-07-12,18.774836347952252,summer
New York,2010-07-13,21.115870164577334,summer
New York,2010-07-14,23.16417114421321,summer
New York,2010-07-15,21.08944519564853,summer
New York,2010-07-16,36.48165757909682,summer
New York,2010-07-17,22.620303041515392,summer
New York,2010-07-18,15.828082493580645,summer
New York,2010-07-19,28.703584739257316,summer
New York,2010-07-20,31.70657994652277,summer
New York,2010-07-21,21.046221857098054,summer
New York,2010-07-22,28.351574027281856,summer
New York,2010-07-23,27.607660418360243,summer
New York,2010-07-24,27.707636048393496,summer
New York,2010-07-25,22.000979618413513,summer
New York,2010-07-26,29.46364149941312,summer
New York,2010-07-27,20.08131194064543,summer
New York,2010-07-28,26.774873993137145,summer
New York,2010-07-29,23.08051268412721,summer
New York,2010-07-30,22.125510485653344,summer
New York,2010-07-31,20.75077209105716,summer
New York,2010-08-01,25.73613528751972,summer
New York,2010-08-02,14.521813837388484,summer
New York,2010-08-03,24.880565620226825,summer
New York,2010-08-04,17.63749248206586,summer
New York,2010-08-05,16.043445704743093,summer
New York,2010-08-06,22.381929397450644,summer
New York,2010-08-07,26.92284908349429,summer
New York,2010-08-08,28.228819666444235,summer
New York,2010-08-09,11.559824912292353,summer
New York,2010-08-10,23.240738457540065,summer
New York,2010-08-11,29.848512000231132,summer
New York,2010-08-12,17.948776283874974,summer
New York,2010-08-13,22.601183081326095,summer
New York,2010-08-14,22.926741495107684,summer
New York,2010-08-15,30.102553164246594,summer
New York,2010-08-16,24.455744094399645,summer
New York,2010-08-17,22.957274480386232,summer
New York,2010-08-18,25.350053469911593,summer
New York,2010-08-19,23.38828590102558,summer
New York,2010-08-20,17.065737772157288,summer
New York,2010-08-21,23.921413413570992,summer
New York,2010-08-22,24.366514470104455,summer
New York,2010-08-23,13.854744194137904,summer
New York,2010-08-24,21.6612955426428,summer
New York,2010-08-25,27.546558483239615,summer
New York,2010-08-26,22.652793086580697,summer
New York,2010-08-27,27.13897842566582,summer
New York,2010-08-28,18.363126213328776,summer
New York,2010-08-29,26.275713965067556,summer
New York,2010-08-30,25.479231985428488,summer
New York,2010-08-31,27.07972119489599,summer
New York,2010-09-01,16.96609922776204,autumn
New York,2010-09-02,10.607333094293606,autumn
New York,2010-09-03,8.863134313959579,autumn
New York,2010-09-04,14.934524827548637,autumn
New York,2010-09-05,12.177154244496931,autumn
New York,2010-09-06,13.003296432864879,autumn
New York,2010-09-07,5.482278509470863,autumn
New York,2010-09-08,15.996966221192714,autumn
New York,2010-09-09,8.128834525893728,autumn
New York,2010-09-10,-0.5330135410011749,autumn
New York,2010-09-11,16.362664055148194,autumn
New York,2010-09-12,9.864044754486699,autumn
New York,2010-09-13,17.46595328287261,autumn
New York,2010-09-14,28.33546808515171,autumn
New York,2010-09-15,19.008030242305566,autumn
New York,2010-09-16,19.110468594089966,autumn
New York,2010-09-17,15.4053479230058,autumn
New York,2010-09-18,19.51764390330753,autumn
New York,2010-09-19,13.767319793404921,autumn
New York,2010-09-20,16.04578453090501,autumn
New York,2010-09-21,15.378039633554137,autumn
New York,2010-09-22,14.228953725544672,autumn
New York,2010-09-23,16.576359544663607,autumn
New York,2010-09-24,12.591391604463505,autumn
New York,2010-09-25,18.61236049090917,autumn
New York,2010-09-26,16.23410284090404,autumn
New York,2010-09-27,14.784680016830352,autumn
New York,2010-09-28,20.612453477633764,autumn
New York,2010-09-29,6.001648112804535,autumn
New York,2010-09-30,16.62226001301498,autumn
New York,2010-10-01,19.873990512603413,autumn
New York,2010-10-02,16.755476181013595,autumn
New York,2010-10-03,12.941990965969145,autumn
New York,2010-10-04,16.305518962354768,autumn
New York,2010-10-05,13.032959109920828,autumn
New York,2010-10-06,13.754157597013744,autumn
New York,2010-10-07,18.257916425724524,autumn
New York,2010-10-08,8.890229539651722,autumn
New York,2010-10-09,18.959877965075332,autumn
New York,2010-10-10,16.69727141796744,autumn
New York,2010-10-11,9.184456409988394,autumn
New York,2010-10-12,15.595829280039421,autumn
New York,2010-10-13,18.254080698453592,autumn
New York,2010-10-14,13.962152739605088,autumn
New York,2010-10-15,15.55100833992361,autumn
New York,2010-10-16,9.816463301445832,autumn
New York,2010-10-17,12.263867713139708,autumn
New York,2010-10-18,19.987897856982478,autumn
New York,2010-10-19,15.527850185759496,autumn
New York,2010-10-20,15.460043567164318,autumn
New York,2010-10-21,10.444613143248949,autumn
New York,2010-10-22,24.52181302234706,autumn
New York,2010-10-23,13.192163440982908,autumn
New York,2010-10-24,9.299213470791212,autumn
New York,2010-10-25,11.295812632458333,autumn
New York,2010-10-26,9.83135129452315,autumn
New York,2010-10-27,18.153829688083402,autumn
New York,2010-10-28,24.373829831194094,autumn
New York,2010-10-29,16.08442527203728,autumn
New York,2010-10-30,10.094532148569098,autumn
New York,2010-10-31,11.81205679090685,autumn
New York,2010-11-01,13.821967998666123,autumn
New York,2010-11-02,14.936888066356397,autumn
New York,2010-11-03,17.935192524156072,autumn
New York,2010-11-04,8.400611432967054,autumn
New York,2010-11-05,7.919442493535815,autumn
New York,2010-11-06,15.219427965423025,autumn
New York,2010-11-07,14.429228929062994,autumn
New York,2010-11-08,11.408750121300915,autumn
New York,2010-11-09,12.314883046484999,autumn
New York,2010-11-10,14.008959366922689,autumn
New York,2010-11-11,20.82383274707364,autumn
New York,2010-11-12,21.62852631904287,autumn
New York,2010-11-13,18.428854521729022,autumn
New York,2010-11-14,20.94336865038645,autumn
New York,2010-11-15,22.274818038392198,autumn
New York,2010-11-16,8.727790845884648,autumn
New York,2010-11-17,12.581237182691762,autumn
New York,2010-11-18,21.769625409110034,autumn
New York,2010-11-19,12.610654589499887,autumn
New York,2010-11-20,7.081821149530285,autumn
New York,2010-11-21,26.379172017544587,autumn
New York,2010-11-22,15.759179053220269,autumn
New York,2010-11-23,20.352028374531145,autumn
New York,2010-11-24,19.340457975225686,autumn
New York,2010-11-25,15.740907938002588,autumn
New York,2010-11-26,15.179386780762671,autumn
New York,2010-11-27,13.141693157423493,autumn
New York,2010-11-28,10.965477106477078,autumn
New York,2010-11-29,9.757542098577353,autumn
New York,2010-11-30,19.731011137388847,autumn
New York,2010-12-01,0.04155348931525597,winter
New York,2010-12-02,-2.4840010453369032,winter
New York,2010-12-03,8.93939674564605,winter
New York,2010-12-04,-2.775387236626765,winter
New York,2010-12-05,-5.6487114968879535,winter
New York,2010-12-06,-8.587307622925525,winter
New York,2010-12-07,7.278331102959949,winter
New York,2010-12-08,4.254325040083755,winter
New York,2010-12-09,-4.904586126722339,winter
New York,2010-12-10,-1.322927810145299,winter
New York,2010-12-11,5.914430717057755,winter
New York,2010-12-12,0.49191442211934333,winter
New York,2010-12-13,0.18358634532326976,winter
New York,2010-12-14,-6.487960704580924,winter
New York,2010-12-15,-2.9671151623717784,winter
New York,2010-12-16,-2.2197779805484887,winter
New York,2010-12-17,-5.504816858678807,winter
New York,2010-12-18,4.508997908048412,winter
New York,2010-12-19,0.6410102544426663,winter
New York,2010-12-20,11.19319896921122,winter
New York,2010-12-21,-1.653526019070437,winter
New York,2010-12-22,1.8376705836238316,winter
New York,2010-12-23,-2.1624413705018024,winter
New York,2010-12-24,-2.967461134875391,winter
New York,2010-12-25,-4.60000416787402,winter
New York,2010-12-26,8.520468784493163,winter
New York,2010-12-27,-6.476999433770544,winter
New York,2010-12-28,-3.2948054467457504,winter
New York,2010-12-29,-3.348897780782062,winter
New York,2010-12-30,-2.5597898023839996,winter
New York,2010-12-31,-1.1120089784635347,winter
New York,2011-01-01,-6.679290875206696,winter
New York,2011-01-02,0.6550921504501575,winter
New York,2011-01-03,9.798540293392113,winter
New York,2011-01-04,4.234316644569138,winter
New York,2011-01-05,1.6360784660451246,winter
New York,2011-01-06,-1.0600517655331398,winter
New York,2011-01-07,-3.554957773224883,winter
New York,2011-01-08,-5.562703289652321,winter
New York,2011-01-09,7.5467711182976105,winter
New York,2011-01-10,-0.9587702307243197,winter
New York,2011-01-11,-1.3410798934025037,winter
New York,2011-01-12,1.1552866333052123,winter
New York,2011-01-13,0.6090009905951297,winter
New York,2011-01-14,-1.1286941632828238,winter
New York,2011-01-15,1.4733275798151981,winter
New York,2011-01-16,-4.495172003107516,winter
New York,2011-01-17,-0.3160914062476724,winter
New York,2011-01-18,-3.628211269470183,winter
New York,2011-01-19,-2.5117664938397692,winter
New York,2011-01-20,-0.10561112556570974,winter
New York,2011-01-21,-8.308390250376474,winter
New York,2011-01-22,1.0718217314977871,winter
New York,2011-01-23,4.7004111965615545,winter
New York,2011-01-24,0.27638810971778077,winter
New York,2011-01-25,-5.2564906627585035,winter
New York,2011-01-26,4.18420416685585,winter
New York,2011-01-27,8.963368483170528,winter
New York,2011-01-28,0.12164548185008847,winter
New York,2011-01-29,2.4429484427467036,winter
New York,2011-01-30,3.7771742079088515,winter
New York,2011-01-31,0.28293865664540435,winter
New York,2011-02-01,1.6296806297024726,winter
New York,2011-02-02,-4.231086952430677,winter
New York,2011-02-03,7.560892357854051,winter
New York,2011-02-04,-8.614836832055238,winter
New York,2011-02-05,-7.391257337504047,winter
New York,2011-02-06,-1.9727336512538016,winter
New York,2011-02-07,-0.10505120649455824,winter
New York,2011-02-08,-2.097008658203734,winter
New York,2011-02-09,4.365689367859263,winter
New York,2011-02-10,-4.821751130660953,winter
New York,2011-02-11,-0.4658868437793143,winter
New York,2011-02-12,-6.083516336964277,winter
New York,2011-02-13,5.738702879189401,winter
New York,2011-02-14,3.98482118050456,winter
New York,2011-02-15,-2.113316953696373,winter
New York,2011-02-16,-1.6949090025496343,winter
New York,2011-02-17,7.569380076430834,winter
New York,2011-02-18,-1.9380686639635338,winter
New York,2011-02-19,0.07726877136613866,winter
New York,2011-02-20,-3.2279509963116677,winter
New York,2011-02-21,-6.924050241909145,winter
New York,2011-02-22,-3.561323536396805,winter
New York,2011-02-23,2.6682398455773098,winter
New York,2011-02-24,-2.0330488772620106,winter
New York,2011-02-25,-2.918339495113302,winter
New York,2011-02-26,-2.6545931507967624,winter
New York,2011-02-27,-5.784957352586906,winter
New York,2011-02-28,1.0986021912289259,winter
New York,2011-03-01,11.031656124842003,spring
New York,2011-03-02,9.169778648410848,spring
New York,2011-03-03,7.46760232434649,spring
New York,2011-03-04,12.518695571098606,spring
New York,2011-03-05,9.496665056147279,spring
New York,2011-03-06,9.767275269466797,spring
New York,2011-03-07,9.001547282835876,spring
New York,2011-03-08,10.954716612198204,spring
New York,2011-03-09,7.974390920142678,spring
New York,2011-03-10,19.110205771503566,spring
New York,2011-03-11,7.453379711556649,spring
New York,2011-03-12,10.802182059722176,spring
New York,2011-03-13,13.020351385408329,spring
New York,2011-03-14,11.308436850045318,spring
New York,2011-03-15,10.679371143964309,spring
New York,2011-03-16,0.2401337492694573,spring
New York,2011-03-17,8.996479119592154,spring
New York,2011-03-18,10.25999754376871,spring
New York,2011-03-19,8.848745801497403,spring
New York,2011-03-20,8.392433702271104,spring
New York,2011-03-21,13.83033479045288,spring
New York,2011-03-22,11.890640819401796,spring
New York,2011-03-23,10.027699796345434,spring
New York,2011-03-24,8.268145641825942,spring
New York,2011-03-25,10.29101954476458,spring
New York,2011-03-26,9.712266127804064,spring
New York,2011-03-27,10.182597861055829,spring
New York,2011-03-28,10.004177438186547,spring
New York,2011-03-29,7.803905914936532,spring
New York,2011-03-30,10.720137264703379,spring
New York,2011-03-31,6.044317581608766,spring
New York,2011-04-01,14.21579681620777,spring
New York,2011-04-02,12.086002123675064,spring
New York,2011-04-03,11.605716385526517,spring
New York,2011-04-04,8.530017794658391,spring
New York,2011-04-05,13.123665550206132,spring
New York,2011-04-06,14.655615410986194,spring
New York,2011-04-07,2.5490384658595957,spring
New York,2011-04-08,8.170464236878308,spring
New York,2011-04-09,13.77034631454265,spring
New York,2011-04-10,11.377569068659215,spring
New York,2011-04-11,6.688854581675185,spring
New York,2011-04-12,8.800988965265212,spring
New York,2011-04-13,5.250116587681478,spring
New York,2011-04-14,4.958188903791957,spring
New York,2011-04-15,13.26385428119756,spring
New York,2011-04-16,3.1212327974253986,spring
New York,2011-04-17,16.95695725947539,spring
New York,2011-04-18,9.143305262590644,spring
New York,2011-04-19,12.017178057933867,spring
New York,2011-04-20,11.41478020450771,spring
New York,2011-04-21,12.670617066205702,spring
New York,2011-04-22,13.611584576111419,spring
New York,2011-04-23,20.612702588943964,spring
New York,2011-04-24,11.969866259257644,spring
New York,2011-04-25,2.1679912245000565,spring
New York,2011-04-26,8.111333108587594,spring
New York,2011-04-27,6.144289154463339,spring
New York,2011-04-28,11.362739903464444,spring
New York,2011-04-29,7.166469294559466,spring
New York,2011-04-30,7.065206698891435,spring
New York,2011-05-01,14.459062504244265,spring
New York,2011-05-02,11.230690668855502,spring
New York,2011-05-03,6.25742956415767,spring
New York,2011-05-04,10.939497762505967,spring
New York,2011-05-05,3.240771642978153,spring
New York,2011-05-06,8.130161432977212,spring
New York,2011-05-07,12.585271503841428,spring
New York,2011-05-08,8.247523798703119,spring
New York,2011-05-09,14.50479499196525,spring
New York,2011-05-10,7.192005256404533,spring
New York,2011-05-11,1.8872363923929605,spring
New York,2011-05-12,10.099115039339626,spring
New York,2011-05-13,19.35893621428782,spring
New York,2011-05-14,10.187445993945904,spring
New York,2011-05-15,12.956647159428694,spring
New York,2011-05-16,18.22364344120683,spring
New York,2011-05-17,8.468759352254903,spring
New York,2011-05-18,18.22200922161229,spring
New York,2011-05-19,21.419677265562434,spring
New York,2011-05-20,8.525674828528464,spring
New York,2011-05-21,8.964051252364376,spring
New York,2011-05-22,5.965531883581173,spring
New York,2011-05-23,13.20107166917242,spring
New York,2011-05-24,15.462182323354824,spring
New York,2011-05-25,1.3937551542008624,spring
New York,2011-05-26,7.053196799275749,spring
New York,2011-05-27,14.20819634582923,spring
New York,2011-05-28,10.158397460526333,spring
New York,2011-05-29,9.093112386008768,spring
New York,2011-05-30,16.453109297989414,spring
New York,2011-05-31,6.0931280148769495,spring
New York,2011-06-01,28.487870355905535,summer
New York,2011-06-02,21.815175832444922,summer
New York,2011-06-03,25.845563842122168,summer
New York,2011-06-04,23.504617187884786,summer
New York,2011-06-05,20.694217972806786,summer
New York,2011-06-06,24.534979437600466,summer
New York,2011-06-07,24.637047322298475,summer
New York,2011-06-08,34.04488449821617,summer
New York,2011-06-09,28.483877381322543,summer
New York,2011-06-10,29.058602653798303,summer
New York,2011-06-11,23.052172753936865,summer
New York,2011-06-12,25.555389981412553,summer
New York,2011-06-13,24.706426925019713,summer
New York,2011-06-14,22.24887411690682,summer
New York,2011-06-15,26.016992303131335,summer
New York,2011-06-16,29.620438614190583,summer
New York,2011-06-17,28.03688202625893,summer
New York,2011-06-18,28.6562693169,summer
New York,2011-06-19,25.40052637228281,summer
New York,2011-06-20,19.64185754835018,summer
New York,2011-06-21,24.8036613075478,summer
New York,2011-06-22,35.44460930518736,summer
New York,2011-06-23,19.662946733340505,summer
New York,2011-06-24,21.984944458447544,summer
New York,2011-06-25,29.41641616373975,summer
New York,2011-06-26,21.550635246459873,summer
New York,2011-06-27,17.83517536181783,summer
New York,2011-06-28,30.693283801148645,summer
New York,2011-06-29,19.787778644441016,summer
New York,2011-06-30,24.69180899034223,summer
New York,2011-07-01,38.859516434589096,summer
New York,2011-07-02,17.850149141885367,summer
New York,2011-07-03,24.403227105409545,summer
New York,2011-07-04,21.88188622257779,summer
New York,2011-07-05,23.903165531804813,summer
New York,2011-07-06,28.744891803864633,summer
New York,2011-07-07,21.45709266213994,summer
New York,2011-07-08,24.036758285246627,summer
New York,2011-07-09,26.710300326122844,summer
New York,2011-07-10,17.38671095641596,summer
New York,2011-07-11,25.090828327542287,summer
New York,2011-07-12,35.793100430155334,summer
New York,2011-07-13,16.501770940526814,summer
New York,2011-07-14,22.551304313074546,summer
New York,2011-07-15,17.721162583913582,summer
New York,2011-07-16,28.69404853525517,summer
New York,2011-07-17,31.091657558755383,summer
New York,2011-07-18,27.50839934927808,summer
New York,2011-07-19,27.484802572136008,summer
New York,2011-07-20,17.672454632889284,summer
New York,2011-07-21,18.8178772925772,summer
New York,2011-07-22,28.57742654975302,summer
New York,2011-07-23,23.27046514827475,summer
New York,2011-07-24,19.08522749004635,summer
New York,2011-07-25,39.214335223935194,summer
New York,2011-07-26,23.229538915037097,summer
New York,2011-07-27,22.379748482793158,summer
New York,2011-07-28,18.679295004758306,summer
New York,2011-07-29,19.88904633659667,summer
New York,2011-07-30,27.42367647515818,summer
New York,2011-07-31,23.079039481328824,summer
New York,2011-08-01,26.49565644008105,summer
New York,2011-08-02,31.080686287620303,summer
New York,2011-08-03,25.631256224094408,summer
New York,2011-08-04,26.378437537111544,summer
New York,2011-08-05,22.823030943692384,summer
New York,2011-08-06,24.344353857011743,summer
New York,2011-08-07,24.311326174180422,summer
New York,2011-08-08,31.34510397588876,summer
New York,2011-08-09,15.084888884295134,summer
New York,2011-08-10,24.248772575479116,summer
New York,2011-08-11,17.904733009320104,summer
New York,2011-08-12,24.29469387310467,summer
New York,2011-08-13,26.93125378652044,summer
New York,2011-08-14,27.035676586417036,summer
New York,2011-08-15,24.064213563158262,summer
New York,2011-08-16,27.16799308752472,summer
New York,2011-08-17,20.40623859907438,summer
New York,2011-08-18,25.76281789118446,summer
New York,2011-08-19,20.20381372340585,summer
New York,2011-08-20,30.57427226514058,summer
New York,2011-08-21,18.911769706995607,summer
New York,2011-08-22,26.302700938164314,summer
New York,2011-08-23,22.887544454704553,summer
New York,2011-08-24,22.319725125176895,summer
New York,2011-08-25,22.3335569056719,summer
New York,2011-08-26,24.735980257803746,summer
New York,2011-08-27,31.080813962011923,summer
New York,2011-08-28,31.390523561240176,summer
New York,2011-08-29,29.08365980956775,summer
New York,2011-08-30,34.40734530158719,summer
New York,2011-08-31,24.040505181175405,summer
New York,2011-09-01,15.758383762899735,autumn
New York,2011-09-02,22.869776092863862,autumn
New York,2011-09-03,11.891149685438947,autumn
New York,2011-09-04,18.297919922888756,autumn
New York,2011-09-05,14.477532353716335,autumn
New York,2011-09-06,16.25906797123562,autumn
New York,2011-09-07,23.13214928373622,autumn
New York,2011-09-08,10.575588004491205,autumn
New York,2011-09-09,17.966045762972097,autumn
New York,2011-09-10,18.859302051303153,autumn
New York,2011-09-11,15.80719675000234,autumn
New York,2011-09-12,17.07520720084932,autumn
New York,2011-09-13,13.469125736150946,autumn
New York,2011-09-14,13.858337607657138,autumn
New York,2011-09-15,20.832276097912615,autumn
New York,2011-09-16,16.747862847664226,autumn
New York,2011-09-17,18.941198048309325,autumn
New York,2011-09-18,23.072656956943035,autumn
New York,2011-09-19,14.797383065819426,autumn
New York,2011-09-20,25.042683700895846,autumn
New York,2011-09-21,9.43576810187298,autumn
New York,2011-09-22,7.783578267335444,autumn
New York,2011-09-23,21.383407376228952,autumn
New York,2011-09-24,9.827817615515626,autumn
New York,2011-09-25,12.416083397038367,autumn
New York,2011-09-26,22.542730728092668,autumn
New York,2011-09-27,12.501829107403486,autumn
New York,2011-09-28,19.082870842968607,autumn
New York,2011-09-29,11.089757798505708,autumn
New York,2011-09-30,16.045672015487803,autumn
New York,2011-10-01,14.720693993364964,autumn
New York,2011-10-02,21.735487830016318,autumn
New York,2011-10-03,19.360342748151233,autumn
New York,2011-10-04,11.208606512713832,autumn
New York,2011-10-05,17.007086650189517,autumn
New York,2011-10-06,14.437299301463806,autumn
New York,2011-10-07,15.177867206136739,autumn
New York,2011-10-08,10.771002943458377,autumn
New York,2011-10-09,12.747448829164028,autumn
New York,2011-10-10,14.26526796673437,autumn
New York,2011-10-11,17.64562170641904,autumn
New York,2011-10-12,10.779596100724454,autumn
New York,2011-10-13,15.180649431113505,autumn
